ID,Males intemperate,Females intemperate,Can read,Can write,Born slaves,Bought freedom,Attend religious meetings,Not attend religious meetings,Belong to temperance societies,Source
1836,,,1,,,,3,,,City
1837,,,,,1,1,1,,,City
1838,,,1,1,,,1,,,City
1839,1,,2,1,1,1,4,,,City
1840,,,,,,,1,,,City
1841,,,,,1,1,,1,,City
1842,1,,1,,,,2,,,City
1843,,,,,1,,,2,,City
1844,,,3,1,3,1,3,,2,City
1845,,,1,,1,,3,,,City
1846,,,1,,,,2,,,City
1847,,,1,,,,2,,,City
1848,,,2,1,1,,2,,,City
1849,,,1,,,,3,,,City
1850,,,2,1,,,1,3,,City
1851,,,,,,,2,,1,City
1852,,,4,4,2,,7,,,City
1853,,,,,,,1,,,City
1854,,,,,,,1,,,City
1855,,,3,,,,7,,,City
1856,,,4,2,,,4,,,City
1857,,,1,,,,,,,City
1858,,,1,,,,2,,,City
1859,,,3,3,,,3,2,,City
1860,,,,,4,,3,2,,City
1861,,,2,,,,3,,,City
1862,1,,1,1,,,,3,,City
1863,,,2,1,,,4,,1,City
1864,,,2,,,,2,,,City
1865,,,2,2,,,2,,,City
1866,,,1,1,,,2,,,City
1867,,,2,,,,2,,,City
1868,,,5,5,,,6,,,City
1869,,,1,1,,,1,,,City
1870,,,2,1,,,1,1,,City
1871,,,5,4,,,5,,,City
1872,,,5,5,,,6,,,City
1873,1,,2,2,,,1,2,,City
1874,,,2,1,,,2,1,,City
1875,,,3,3,,,4,,,City
1876,,,1,,,,2,,,City
1877,,,3,1,,,3,,1,City
1878,,,2,2,,,4,,2,City
1879,,,1,,2,1,2,,,City
1880,,,5,2,,,3,2,,City
1881,,,3,3,,,3,,1,City
1882,,,1,,,,1,,,City
1883,,,,,,,4,,1,City
1884,,,2,2,,,3,,,City
1885,,,1,,,,1,2,,City
1886,,1,,,,,,2,,City
1887,,,,,,,2,1,1,City
1888,,,2,1,1,,4,,,City
1889,,,2,1,,,2,,,City
1890,,,2,,,,2,1,,City
1891,,,2,2,,,2,,,City
1892,,,4,3,,,5,,,City
1893,,,1,,2,,2,,1,City
1894,1,,1,,,,,,,City
1895,,,1,,,,2,,,City
1896,,,1,1,,,1,,,City
1897,,,2,2,,,2,1,,City
1898,,,,,,,0,,0,City
1899,,,2,,1,1,2,,,City
1900,,,1,1,,,2,,,City
1901,,,2,,,,1,,,City
1902,,,2,2,,,2,,,City
1903,,,1,,,,1,,,City
1904,,,3,2,,,4,,1,City
1905,2,,4,2,,,4,,,City
1906,,,,,,,1,,,City
1907,,,3,1,1,1,4,,2,City
1908,,,1,,,,,1,,City
1909,,,4,3,,,,4,,City
1910,,,6,4,,,7,,,City
1911,,,1,,,,2,,,City
1912,,,2,2,,,2,,,City
1913,,,2,1,,,2,,,City
1914,,,1,1,,,1,,,City
1915,,,5,2,,,7,,2,City
1916,,,1,,,,1,,,City
1917,,,1,,,,2,,,City
1918,,,,,,,2,,,City
1919,,,4,2,,,5,,,City
1920,,,4,4,,,4,,1,City
1921,,,2,,,,,2,4,City
1922,,,1,1,,,2,,,City
1923,,,1,,,,1,,,City
1924,,,1,,,,1,,,City
1925,,,2,2,,,1,1,,City
1926,,,5,2,,,7,,,City
1927,,,4,,1,,5,,,City
1928,,,2,1,1,,2,,,City
1929,,,2,1,,,3,,,City
1930,,,,,,,2,,,City
1931,,,1,1,,,2,,,City
1932,1,,2,1,1,,3,,,City
1933,,,2,,,,2,,,City
1934,,,5,3,,,6,,,City
1935,,,1,,,,1,,,City
1936,,,4,2,1,1,4,,,City
1937,,,2,1,,,4,,,City
1938,,,1,,,,1,,,City
1939,,,1,,,,1,,,City
1940,,,3,2,1,,3,,2,City
1941,,,1,,1,,1,,,City
1942,,,3,3,,,3,,,City
1943,,,2,2,,,2,,1,City
1944,,,3,2,,,4,,,City
1945,,,3,,,,3,,,City
1946,1,,5,3,,,4,1,,City
1947,,,1,,,,1,,,City
1948,,,1,,,,1,,,City
1949,,,2,1,,,3,,,City
1950,,,1,1,,,1,,,City
1951,,,,,,,,1,,City
1952,,,2,1,1,,3,,,City
1953,1,,1,,,,1,1,,City
1954,,,1,1,1,1,1,1,,City
1955,,,1,,1,,1,,,City
1956,,,2,1,,,3,,,City
1957,,,1,1,1,,2,,,City
1958,,,5,2,,,7,,,City
1959,,,1,1,,,1,,,City
1960,,,2,2,,,3,,,City
1961,,,,,,,1,,,City
1962,,,2,,,,4,,2,City
1963,,,,,,,1,,,City
1964,,,1,,,,1,,,City
1965,,,1,,2,,3,1,,City
1966,,,1,,1,,2,,,City
1967,,,2,,1,,2,,,City
1968,,,2,1,,,3,,,City
1969,,,7,6,,,9,,,City
1970,,,4,4,,,4,,2,City
1971,,,1,1,,,1,,,City
1972,,,3,1,,,3,,,City
1973,,,3,,2,,3,,,City
1974,,,5,4,1,,5,,,City
1975,,,1,1,,,3,,,City
1976,,,4,3,1,,6,,,City
1977,,,,,,,2,,,City
1978,,,4,3,1,,7,,,City
1979,,,4,4,,,5,,,City
1980,,,1,1,,,1,,,City
1981,,,3,3,2,1,4,,,City
1982,,,2,2,,,2,,,City
1983,,,4,3,,,5,,,City
1984,,,3,3,,,3,,,City
1985,,,1,1,1,,2,,,City
1986,,,6,6,,,2,3,,City
1987,,,1,,,,1,,,City
1988,,,2,2,,,3,1,,City
1989,,,3,3,,,3,,,City
1990,,,8,6,,,8,,,City
1991,,,1,,2,,3,1,,City
1992,,,1,,1,,2,,,City
1993,,,2,1,,,3,,,City
1994,,,7,6,,,9,,,City
1995,,,4,4,,,4,,2,City
1996,,,3,1,,,3,,,City
1997,,,3,,2,,3,,,City
1998,,,5,4,1,,5,,,City
1999,,,4,,,,5,,2,City
2000,,,4,3,1,,6,,,City
2001,,,,,,,2,,,City
2002,,,4,3,1,,7,,,City
2003,,,,,,,1,,,City
2004,,,4,4,,,5,,,City
2005,,,1,1,,,1,,,City
2006,,,2,,1,,3,,,City
2007,,,3,3,2,1,4,,,City
2008,,,2,1,1,,3,,,City
2009,,,2,2,,,2,,,City
2010,,,4,3,,,5,,,City
2011,,,3,3,,,3,,,City
2012,,,1,1,1,,2,,2,City
2013,,,6,6,,,4,3,,City
2014,,,1,1,,,3,,,City
2015,,,5,4,1,,6,,,City
2016,,,,,,,1,,,City
2017,,,1,,1,,,2,,City
2018,,,2,2,,,3,,,City
2019,,,1,,,,4,,,City
2020,,,2,1,,,6,,,City
2021,,,5,5,,,5,,,City
2022,,,2,2,1,1,1,1,,City
2023,,,9,9,,,10,2,,City
2024,,,3,3,,,3,,1,City
2025,,,5,5,1,1,6,,1,City
2026,,,1,,,,,1,,City
2027,,,,,,,4,,,City
2028,,,,,,,1,,,City
2029,,,,,,,2,,1,City
2030,,,4,2,1,,4,,,City
2031,,,1,1,,,1,,,City
2032,,,2,1,1,1,2,,,City
2033,,,1,1,,,2,,,City
2034,,,4,3,,,5,,,City
2035,,,,,1,,2,,1,City
2036,,,1,1,,,5,3,,City
2037,,,2,2,,,1,1,,City
2038,,,1,,1,,1,,,City
2039,,,2,1,,,3,,,City
2040,,,1,,3,1,4,,,City
2041,,,1,,,,1,,,City
2042,,,4,2,1,1,4,,,City
2043,,,2,2,,,3,,2,City
2044,,,1,,,,1,,,City
2045,,,2,2,1,,2,,,City
2046,,,1,1,1,,2,,,City
2047,,,1,,,,1,,,City
2048,,,5,5,,,8,,,City
2049,1,1,2,1,2,,1,2,,City
2050,,,4,3,,,4,,1,City
2051,,,2,1,,,3,,,City
2052,,,,,,,1,,,City
2053,,,1,,1,1,3,,,City
2054,,,4,2,,,7,,,City
2055,,,3,1,1,,4,,,City
2056,,,2,1,,,3,,,City
2057,,,7,5,,,7,,1,City
2058,,,6,6,,,6,,1,City
2059,,,3,2,,,4,,,City
2060,,,6,3,,,6,,2,City
2061,,,1,,1,,1,,,City
2062,,,4,2,,,4,,1,City
2063,,,4,3,,,5,,1,City
2064,,,4,2,1,,4,,,City
2065,,,1,1,,,2,,,City
2066,,,3,1,,,2,,,City
2067,,,,,,,2,,,City
2068,,,2,,,,2,,,City
2069,,,,,,,1,,,City
2070,1,1,2,,,,,2,,City
2071,,,2,1,,,1,2,1,City
2072,,1,1,,1,,1,,,City
2073,,,10,8,,,12,,,City
2074,,,2,2,,,2,,,City
2075,,,3,1,,,5,,,City
2076,,,1,1,,,1,,,City
2077,,,1,,,,4,,,City
2078,,,,,,,2,,,City
2079,,,1,,,,4,,1,City
2080,,,3,3,1,,2,4,,City
2081,,,5,2,,,7,,,City
2082,,,1,,,,2,,,City
2083,,,1,,,,2,,,City
2084,,,1,,1,,1,,,City
2085,,,1,,,,1,,,City
2086,,,1,,,,1,,,City
2087,,,1,1,1,,2,,,City
2088,,,1,,,,1,1,,City
2089,,,1,,,,1,,,City
2090,,,1,,,,1,,,City
2091,,,5,3,,,5,,,City
2092,1,,,,2,,4,,,City
2093,,,,,,,3,,,City
2094,,,,,,,2,,,City
2095,,,1,1,,,,1,,City
2096,,,4,3,,,7,,,City
2097,,,3,1,,,3,,,City
2098,,,2,,,,2,,,City
2099,,,1,1,,,2,,,City
2100,,,,,,,2,,1,City
2101,,,6,6,,,6,,,City
2102,,,2,2,,,1,1,,City
2103,,,1,,,,1,,,City
2104,,,5,2,,,5,,1,City
2105,,,5,1,4,1,5,,,City
2106,,,3,2,,,5,,1,City
2107,,,1,,,,2,,,City
2108,,,2,2,1,,3,,1,City
2109,,,2,2,,,3,,,City
2110,,,1,1,,,2,,,City
2111,,,1,1,,,3,,,City
2112,,,1,,,,1,,1,City
2113,,,1,1,,,1,,1,City
2114,,,1,,,,1,,1,City
2115,,,,,,,1,,,City
2116,,,7,7,,,7,,1,City
2117,,,1,1,1,,2,,,City
2118,,,,,2,,2,,1,City
2119,,,1,,2,,4,,,City
2120,,,3,2,,,5,,2,City
2121,,,2,2,,,2,,,City
2122,,,1,,2,,2,,,City
2123,,,1,1,,,1,,,City
2124,,,,,,,3,,,City
2125,,,3,1,,,4,,1,City
2126,,,3,1,,,3,,,City
2127,,,1,,,,1,,,City
2128,,,6,3,,,6,,,City
2129,,,5,5,2,,,6,,City
2130,,,2,,,,2,,,City
2131,,,,,1,,1,,,City
2132,,,1,1,,,2,,1,City
2133,,,3,2,,,3,,,City
2134,,,1,,1,,1,,,City
2135,,,2,1,1,,2,1,,City
2136,,,1,,,,2,,,City
2137,,,4,3,,,4,,,City
2138,,,9,4,,,11,,2,City
2139,,,1,,,,2,,,City
2140,,,1,,,,2,,,City
2141,,,1,,2,1,2,,,City
2142,,,2,2,,,2,,,City
2143,,,,,,,2,,,City
2144,,,6,5,,,7,,2,City
2145,,,,,,,2,,1,City
2146,,,3,,,,4,,,City
2147,,,3,2,,,3,,1,City
2148,,,2,1,,,2,,,City
2149,,,2,2,,,2,,1,City
2150,,,,,1,1,2,,,City
2151,,,,,,,4,,,City
2152,,,1,,,,1,,,City
2153,,,7,7,,,7,,1,City
2154,,,2,2,,,2,,,City
2155,,,4,3,,,6,,,City
2156,,,2,2,,,2,,,City
2157,,,1,,,,6,,,City
2158,,,1,,1,,1,1,,City
2159,,,1,,,,1,,,City
2160,,,3,2,,,4,1,,City
2161,,,2,,,,2,,,City
2162,,,1,,,,2,,,City
2163,,,1,,,,2,,,City
2164,,,1,,,,1,,,City
2165,,,2,1,,,2,4,,City
2166,,,,,,,1,,,City
2167,,,1,,,,2,1,,City
2168,,,2,2,,,1,1,,City
2169,,,2,2,,,2,,,City
2170,,,4,2,,,6,,1,City
2171,,,,,,,2,,,City
2172,,,1,1,4,1,4,,,City
2173,,,1,1,,,1,1,,City
2174,,,2,,1,1,4,,,City
2175,,,1,,2,,1,1,,City
2176,,,2,2,,,2,1,,City
2177,,,2,,,,2,,,City
2178,,,,,1,,1,,,City
2179,,,2,2,,,3,,,City
2180,,,1,1,,,3,,,City
2181,,,,,,,1,,,City
2182,,,2,2,,,5,,,City
2183,1,,2,,,,2,,,City
2184,,,,,,,,1,,City
2185,,,1,,1,,2,,,City
2186,,,2,2,,,2,,,City
2187,,,,,,,1,,,City
2188,,,1,,,,1,,,City
2189,,,3,2,,,3,,,City
2190,1,,5,5,1,1,7,,,City
2191,,,1,,,,1,,,City
2192,,,2,2,2,1,3,,2,City
2193,,,5,4,,,7,,,City
2194,,,2,1,,,3,,,City
2195,,,2,,,,4,,2,City
2196,,,1,1,,,2,,,City
2197,,,2,2,,,2,,,City
2198,,,2,1,,,1,1,,City
2199,,,1,1,,,2,1,,City
2200,,,3,1,,,5,,,City
2201,,,2,,1,,3,,,City
2202,,,3,1,,,4,,,City
2203,1,,2,,,,,2,,City
2204,,,2,2,,,2,,1,City
2205,,,2,1,1,,2,,,City
2206,,,7,6,,,9,,1,City
2207,,,2,,,,2,,,City
2208,,,,,1,,1,,,City
2209,,,5,2,,,4,,,City
2210,,,1,,,,2,,,City
2211,2,,1,1,,,3,,,City
2212,,,1,1,,,3,1,,City
2213,,,2,1,,,2,,1,City
2214,,,2,,,,2,,,City
2215,,,4,1,2,2,4,,,City
2216,,,1,1,2,1,3,,1,City
2217,,,2,1,1,,2,,,City
2218,,,4,,,,,1,,City
2219,,,1,,,,1,,,City
2220,,,2,1,,,2,,,City
2221,1,,8,6,,,8,,,City
2222,,,2,2,,,2,,,City
2223,,,5,3,,,5,,,City
2224,,,,,1,,1,,,City
2225,,,,,1,,1,,,City
2226,,,4,4,,,4,,,City
2227,,,4,3,,,4,,,City
2228,,,1,,1,,5,,,City
2229,,1,1,,,,1,,,City
2230,,,2,2,1,,5,,1,City
2231,,,1,,,,1,,,City
2232,,,3,1,1,,5,1,,City
2233,,,4,4,,,5,,,City
2234,,,1,1,,,1,,1,City
2235,,,3,3,,,4,,,City
2236,,,4,2,3,,4,,,City
2237,,,2,1,,,,2,,City
2238,,,2,2,,,2,,,City
2239,,,2,1,,,4,,,City
2240,,,2,1,1,,5,,1,City
2241,,,1,1,1,,3,,1,City
2242,,,1,,,,3,,,City
2243,,,1,,,,1,,,City
2244,,,,,1,,1,,,City
2245,,,6,1,1,1,8,,,City
2246,,,2,1,,,2,,,City
2247,,1,,,1,0,1,,,City
2248,,,,,0,,1,,,City
2249,,,,,,,1,,,City
2250,,,3,1,,,6,,,City
2251,,,4,4,2,,5,,,City
2252,,,6,5,,,8,,3,City
2253,,,1,1,,,,1,,City
2254,,,1,1,,,,2,,City
2255,,,2,2,,,2,,,City
2256,,,3,3,,,5,,2,City
2257,,,2,2,,,6,,2,City
2258,,,2,2,,,,,,City
2259,,,2,2,,,2,,2,City
2260,,,1,,,,1,,,City
2261,,,3,1,,,3,,1,City
2262,,,3,2,1,,3,,,City
2263,,,1,,,,1,,,City
2264,,,1,,,,1,,,City
2265,,,1,1,,,1,,,City
2266,2,,1,1,1,,3,,,City
2267,,,1,1,1,,2,,1,City
2268,,,2,1,,,3,,1,City
2269,,,3,1,1,1,2,1,1,City
2270,,,3,,,,3,,,City
2271,,,2,1,,,3,,,City
2272,,,2,2,,,2,1,,City
2273,,,2,1,,,3,,2,City
2274,,,2,1,,,2,,,City
2275,,,2,2,,,2,,,City
2276,,,1,1,,,2,,,City
2277,,,2,1,1,,2,,,City
2278,,,3,3,,,3,,,City
2279,,,3,1,,,3,,,City
2280,,,2,2,1,1,2,,1,City
2281,,,1,,2,1,6,,1,City
2282,,,2,1,2,,2,,,City
2283,,,2,,,,2,,,City
2284,,,1,1,,,1,,,City
2285,,,2,1,,,2,,1,City
2286,,,1,1,,,4,,,City
2287,,,5,2,,,5,,,City
2288,,,,,,,1,1,,City
2289,,,1,1,,,1,,,City
2290,,,1,,1,,2,,,City
2291,,,,,1,,1,,,City
2292,,,,,,,,1,,City
2293,,,2,1,,,2,1,,City
2294,,,3,1,,,5,,,City
2295,,,1,,2,2,3,,2,City
2296,,,3,1,,,4,,,City
2297,,,2,1,1,,4,,1,City
2298,,,2,1,,,2,,,City
2299,,,2,2,,,2,,,City
2300,,,3,1,,,4,,,City
2301,,,4,4,,,5,,1,City
2302,,,3,2,,,3,,,City
2303,,,2,2,1,,3,,,City
2304,,,2,,,,2,,,City
2305,,,3,1,1,,3,,,City
2306,,,,,,,1,,,City
2307,,,2,1,1,,2,,,City
2308,,,2,,,,2,,,City
2309,,,3,3,,,3,,,City
2310,,,,,,,1,,,City
2311,,,1,,1,1,1,,,City
2312,,,,,,,,1,,City
2313,,,1,1,,,,,,City
2314,,,1,,,,2,,,City
2315,,,1,,,,1,,,City
2316,,,1,,,,0,,,City
2317,,,1,1,1,,4,,1,City
2318,,,2,1,,,3,,,City
2319,,,2,1,,,2,,,City
2320,,,4,2,1,,4,,,City
2321,,,1,,1,,2,,,City
2322,,,6,4,,,6,,1,City
2323,,,1,,1,,1,,,City
2324,,,2,2,1,,5,,,City
2325,,,4,3,,,4,,,City
2326,,,4,4,,,4,,,City
2327,,,1,1,,,2,,1,City
2328,,,1,1,,,1,,,City
2329,,,3,3,,,3,,1,City
2330,,,5,5,1,,5,,,City
2331,,,2,1,,,2,,1,City
2332,,,1,1,,,3,,,City
2333,,,9,8,,,4,4,,City
2334,,,4,3,1,0,4,,,City
2335,,,,,,,2,,,City
2336,,,1,1,1,,3,,,City
2337,,,2,2,,,2,1,,City
2338,,,1,1,,,1,,,City
2339,,,2,1,,,2,,,City
2340,,,2,2,,,1,1,,City
2341,,,4,3,,,5,,,City
2342,,,3,3,,,3,,1,City
2343,,,1,1,1,,2,,,City
2344,,,1,1,1,,2,,,City
2345,,,1,,2,,2,,,City
2346,,,2,,,,5,,,City
2347,,,2,1,,,2,,,City
2348,,,5,1,1,,7,,,City
2349,,,1,1,,,2,2,,City
2350,,,3,,2,1,3,2,,City
2351,,,1,,1,,1,,,City
2352,,,5,5,,,5,,,City
2353,,,5,4,,,8,,,City
2354,,,4,2,,,4,,,City
2355,,,2,,,,3,1,,City
2356,,,1,,,,,1,,City
2357,,,2,1,2,1,3,,,City
2358,,,5,,1,,2,4,,City
2359,,,3,2,,,3,1,,City
2360,,,3,2,,,3,,,City
2361,,,,,1,,1,1,,City
2362,,,1,,,,2,,,City
2363,,,1,,,,1,,,City
2364,,,1,,,,1,,,City
2365,,,2,1,,,2,,1,City
2366,1,,1,1,2,,4,,,City
2367,,,,,1,1,2,,1,City
2368,,,2,1,,,2,,,City
2369,,,1,,2,,3,,,City
2370,,,,,1,,1,,,City
2371,1,,1,,,,1,,,City
2372,,,1,,,,1,,,City
2373,,,2,2,,,3,,,City
2374,,,2,1,,,2,,,City
2375,,,1,1,,,1,,,City
2376,,,1,1,,,2,,,City
2377,,,1,,1,1,3,,,City
2378,,,2,,1,1,2,,,City
2379,,,3,2,,,6,,,City
2380,,,1,1,,,1,,1,City
2381,,,2,1,,,1,,1,City
2382,,,4,2,1,,4,,3,City
2383,,,2,,,,2,,,City
2384,,,4,2,,,3,,,City
2385,,,2,2,,,2,,,City
2386,,,1,1,,,2,,1,City
2387,,,4,4,,,4,,,City
2388,,,2,1,,,2,,,City
2389,,,2,,,,3,,,City
2390,,,3,,,,3,,,City
2391,,,1,1,1,,1,,,City
2392,,,,,,,2,2,,City
2393,,,1,,,,3,,,City
2394,,,5,1,2,,7,,1,City
2395,,,5,1,,,1,4,1,City
2396,,,3,3,,,4,,,City
2397,,,7,3,1,1,3,6,,City
2398,,,2,2,,,4,,,City
2399,,,2,,,,2,,,City
2400,,,1,1,2,1,3,,,City
2401,,,2,,,,2,,,City
2402,,,8,7,,,3,6,1,City
2403,,,2,1,1,,4,,,City
2404,1,,,,,,2,,,City
2405,,,3,,1,,5,,,City
2406,,,5,5,,,5,,,City
2407,,,3,2,,,6,,,City
2408,,,5,2,,,2,3,,City
2409,,,2,1,,,1,1,,City
2410,,,1,,,,1,,,City
2411,,,2,1,1,,2,,1,City
2412,,,2,2,,,2,,,City
2413,,,,,2,,7,,,City
2414,,,1,1,3,,3,,,City
2415,,,3,1,,,4,,1,City
2416,,,3,2,,,1,,,City
2417,,,,,,,1,,,City
2418,,,4,4,,,5,,2,City
2419,,,3,1,,,4,,,City
2420,,,4,3,,,5,,,City
2421,,,3,2,,,3,,2,City
2422,,,2,2,,,3,,,City
2423,,,1,1,,,,2,,City
2424,,,2,2,,,4,,,City
2425,,,3,3,,,5,,1,City
2426,,,2,1,,,2,,1,City
2427,,,6,3,,,8,,2,City
2428,,,2,1,,,2,,,City
2429,,,2,1,,,3,,,City
2430,,,2,,,,,3,,City
2431,,,3,2,,,2,3,,City
2432,,,3,,,,4,,,City
2433,1,,2,,,,5,,,City
2434,,,2,,,,2,,,City
2435,,,2,2,1,1,2,,,City
2436,,,1,,,,1,,,City
2437,,,1,,1,,3,,,City
2438,,,3,2,,,3,,,City
2439,,,2,2,,,2,,,City
2440,,,3,2,,,,,,City
2441,,,2,,1,,3,,,City
2442,,,1,,,,3,,,City
2443,1,,3,,,,,4,,City
2444,,,5,3,,,7,,,City
2445,1,,2,2,,,,2,,City
2446,,,5,4,1,,7,,1,City
2447,,,2,2,,,3,,1,City
2448,,,2,2,,,2,,1,City
2449,,,5,2,,,8,,,City
2450,,,2,1,,,2,,,City
2451,,,3,2,,,3,,,City
2452,,,2,1,1,,3,,1,City
2453,,,,,,,1,,,City
2454,,,2,1,1,,3,,1,City
2455,,,1,,,,2,,,City
2456,,,2,2,,,,2,,City
2457,,,4,4,,,4,,1,City
2458,,,1,,,,2,,,City
2459,,,2,2,,,7,,,City
2460,,,3,2,,,4,,,City
2461,,,1,,,,1,1,1,City
2462,,,,,1,,1,,,City
2463,,,2,1,2,1,2,2,,City
2464,,,2,1,1,1,3,,,City
2465,,,1,1,,,,2,,City
2466,,,1,,,,,2,,City
2467,,,3,2,,,5,,,City
2468,,,2,,,,4,,,City
2469,,,2,2,2,,4,,,City
2470,,,5,5,,,3,2,1,City
2471,,,,,2,1,1,1,,City
2472,,,,,1,,1,,,City
2473,,,1,1,,,1,1,,City
2474,,,2,,,,3,,1,City
2475,,,5,3,,,5,,,City
2476,,,2,2,,,,,1,City
2477,,,2,2,,,2,,1,City
2478,,,3,,1,,5,,,City
2479,,,2,2,,,3,,,City
2480,,,1,,,,2,,,City
2481,,,1,,,,1,,,City
2482,1,,1,,1,1,2,,,City
2483,1,,1,1,,,2,,,City
2484,,,1,1,,,2,,,City
2485,,,2,,,,1,1,,City
2486,,,2,1,,,2,1,,City
2487,,,3,,1,,4,,,City
2488,,,2,2,,,2,,,City
2489,,,1,,,,2,,,City
2490,,,,,,,2,,,City
2491,1,,1,1,1,1,2,3,,City
2492,,,1,1,,,2,,,City
2493,,,7,5,,,7,,1,City
2494,,,5,4,1,,5,,,City
2495,,,2,1,,,2,,,City
2496,,,4,1,,,6,,,City
2497,1,,2,2,,,2,,,City
2498,,,7,7,,,,,,City
2499,,,12,11,,,12,1,,City
2500,,,,,,,,,,City
2501,,,1,,,,,,,Northern Liberties
2502,,,,,,,2,,,Northern Liberties
2503,,,3,2,,,6,,,Northern Liberties
2504,,,1,1,,,2,,1,Northern Liberties
2505,,,,1,,,,,1,Northern Liberties
2506,,,,,1,,,,,Northern Liberties
2507,,,1,,2,1,,,,Northern Liberties
2508,,,3,1,,,2,,,Northern Liberties
2509,,,,1,,,2,,,Northern Liberties
2510,,,,1,,,2,,1,Northern Liberties
2511,,,,3,,,,,1,Northern Liberties
2512,,,,,,,,,,Northern Liberties
2513,,,3,1,1,1,7,,,Northern Liberties
2514,,,,3,,,,,3,Northern Liberties
2515,,,1,1,,,2,,1,Northern Liberties
2516,,,,1,,,,,,Northern Liberties
2517,,,1,,,,2,,,Northern Liberties
2518,,,2,2,,,4,,,Northern Liberties
2519,,,2,,,,,,,Northern Liberties
2520,1,,,,,,,,,Northern Liberties
2521,,,,,,,2,,,Northern Liberties
2522,,,1,1,,,2,,,Northern Liberties
2523,1,,,,,,,,,Northern Liberties
2524,,,,1,,,1,,,Northern Liberties
2525,,,,3,1,1,2,,,Northern Liberties
2526,,,,,,,2,,,Northern Liberties
2527,,,3,2,,,3,,,Northern Liberties
2528,,,1,3,,,,,,Northern Liberties
2529,,,,,,,1,,,Northern Liberties
2530,,,,,,,3,,,Northern Liberties
2531,,,,1,1,,2,,,Northern Liberties
2532,,,2,1,,,2,,,Northern Liberties
2533,,,1,2,,,3,,,Northern Liberties
2534,,,,,1,,2,2,,Northern Liberties
2535,,,1,,,,2,,,Northern Liberties
2536,,,,,,,,,,Northern Liberties
2537,,,,6,,,2,,,Northern Liberties
2538,,,,1,,,1,,,Northern Liberties
2539,,,,1,,,,2,,Northern Liberties
2540,1,,,,,,2,,,Northern Liberties
2541,,,,7,,,7,,1,Northern Liberties
2542,,,,2,,,2,,,Northern Liberties
2543,,,,,2,,2,,,Northern Liberties
2544,,,,,1,,1,,,Northern Liberties
2545,,,,,,,,,,Northern Liberties
2546,,,,3,,,2,,1,Northern Liberties
2547,,,,2,1,,,,1,Northern Liberties
2548,,,1,,,,2,,,Northern Liberties
2549,,,1,2,,,2,,,Northern Liberties
2550,,,,1,,,1,,1,Northern Liberties
2551,,,,1,,,,,,Northern Liberties
2552,,,,,,,1,,,Northern Liberties
2553,,,1,1,,,2,1,,Northern Liberties
2554,,,2,2,,,1,2,1,Northern Liberties
2555,,,1,,,,1,,,Northern Liberties
2556,,,1,,,,1,,,Northern Liberties
2557,,,,5,,,2,,,Northern Liberties
2558,,,1,,,,,,,Northern Liberties
2559,,,,1,,,2,,,Northern Liberties
2560,,,,1,,,1,,,Northern Liberties
2561,,,,6,,,2,,,Northern Liberties
2562,,,1,2,,,3,,,Northern Liberties
2563,,,1,1,,,2,,1,Northern Liberties
2564,,,,,,,,,,Northern Liberties
2565,,,,2,,,2,,,Northern Liberties
2566,,,2,,,,,,,Northern Liberties
2567,,,1,,,,,,,Northern Liberties
2568,,,,1,,,,,,Northern Liberties
2569,,,1,2,,,2,,2,Northern Liberties
2570,,,,3,,,2,,1,Northern Liberties
2571,,,1,1,,,3,,,Northern Liberties
2572,,,2,,,,,,,Northern Liberties
2573,,,,,,,,2,,Northern Liberties
2574,,,,,1,,2,,,Northern Liberties
2575,,,5,3,,,9,,,Northern Liberties
2576,,,1,,,,2,,,Northern Liberties
2577,,,,1,,,,,,Northern Liberties
2578,,,2,1,1,,8,,,Northern Liberties
2579,,,1,,,,,,,Northern Liberties
2580,,,,3,,,3,,1,Northern Liberties
2581,,,2,1,,,2,,1,Northern Liberties
2582,,,2,2,,,2,,,Northern Liberties
2583,,,,,,,,,,Northern Liberties
2584,,,,,,,,,,Northern Liberties
2585,,,2,,,,2,,1,Northern Liberties
2586,,,2,1,,,2,,,Northern Liberties
2587,,,,2,,,2,,2,Northern Liberties
2588,,,1,1,,,1,1,,Northern Liberties
2589,,,,,,,2,,,Northern Liberties
2590,,,2,,,,2,,,Northern Liberties
2591,,,,,,,1,,1,Northern Liberties
2592,,,1,1,,,3,,,Northern Liberties
2593,,1,,,,,,2,,Northern Liberties
2594,,,1,1,,,2,,,Northern Liberties
2595,,,1,,,,1,,,Northern Liberties
2596,,,,1,,,2,,,Northern Liberties
2597,,,2,,,,2,,,Northern Liberties
2598,,,,3,,,,,,Northern Liberties
2599,,,1,2,,,,,0,Northern Liberties
2600,,,,,,,,,,Northern Liberties
2601,,,1,,,,,,1,Northern Liberties
2602,,,,2,,,2,,1,Northern Liberties
2603,,,,,1,1,,,,Northern Liberties
2604,,,1,1,,,5,,,Northern Liberties
2605,,,1,,,,2,,,Northern Liberties
2606,,,1,,,,1,,,Northern Liberties
2607,,,1,,,,,,,Northern Liberties
2608,,,1,,1,1,3,,,Northern Liberties
2609,,,,8,,,3,,1,Northern Liberties
2610,,,1,,,,2,,1,Northern Liberties
2611,,,,,,,,,,Northern Liberties
2612,,,,2,1,,,,,Northern Liberties
2613,,,1,1,,,2,,,Northern Liberties
