476,. . . . . . . . . . .,. . . . . . .,,,,,
477,porter . . . . . . . . . .,. . . . . . .,,,,,
478,seaman . cobbler . . . . . . . .,. . . . . . .,,,,,
479,lab in dug mill . wood sawyer . . . .,. . . 1 . . .,,,,,
480,porter irregular . . . . . . . . .,. . . . . . .,,,,,
481,. hod carrier . various . . . . . .,1 . 1 . . . .,,,,,
482,laborer . . . . . . . . . .,. . . . . . .,,,,,
483,laborer . . . . . . . . . .,. . . . . . .,,,,,
484,drives cart . . . . . . . . .,. . . . . . .,,,,,
485,hod carrier . . . . . . . . .,. . . . . . .,,,,,
486,cook . . . . . . . . . .,. . . . . . .,,,,,
